# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 19 11:14:37 2022
#
# User preference: *
#
# CONSTRAINT:  where (cb_flag = 0
# CONSTRAINT:  and discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_facility like '%Kepler%'
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
pl_name,cb_flag,discoverymethod,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_trandep,st_rad,st_mass
Kepler-1468 b,0,Transit,Kepler,0,8.23984869,0.081700,1.730,3.64000,0.000000,0.025100,1.05,1.04
Kepler-1468 c,0,Transit,Kepler,0,3.54553021,0.046600,1.150,1.60000,0.000000,0.011920,1.05,1.04
Kepler-1468 d,0,Transit,Kepler,0,19.59059906,0.145600,3.332,11.10000,0.000000,0.029700,1.50,1.07
Kepler-1469 b,0,Transit,Kepler,0,21.86353010,0.146600,2.800,8.25000,0.000000,0.097620,0.89,0.92
Kepler-147 b,0,Transit,Kepler,0,12.61058400,0.113000,1.530,2.96000,0.000000,0.007650,1.47,1.14
Kepler-147 c,0,Transit,Kepler,0,33.41642300,0.216000,2.430,6.48000,0.000000,0.027580,1.47,1.14
Kepler-1470 b,0,Transit,Kepler,0,16.29509030,0.116000,1.070,1.24000,0.000000,0.019790,0.76,0.80
Kepler-1471 b,0,Transit,Kepler,0,3.63899398,0.045300,1.410,2.57000,0.000000,0.020960,0.93,0.95
Kepler-1472 b,0,Transit,Kepler,0,38.13128310,0.232200,1.900,4.27000,0.000000,0.019890,1.25,1.16
Kepler-1473 b,0,Transit,Kepler,0,14.42735510,0.116000,1.190,1.81000,0.000000,0.011700,1.09,1.09
Kepler-1474 b,0,Transit,Kepler,0,36.43334520,0.210800,2.160,5.31000,0.000000,0.040680,1.04,1.04
Kepler-1475 b,0,Transit,Kepler,0,82.17737400,0.373000,2.920,8.85000,0.000000,0.054640,1.28,1.18
Kepler-1476 b,0,Transit,Kepler,0,10.35863224,0.093200,1.670,3.43000,0.000000,0.027370,0.96,0.98
Kepler-1477 b,0,Transit,Kepler,0,11.55530021,0.091100,1.180,1.76000,0.000000,0.025000,0.78,0.81
Kepler-1478 b,0,Transit,Kepler,0,26.08405940,0.168100,1.730,3.64000,0.000000,0.025970,1.06,1.04
Kepler-1479 b,0,Transit,Kepler,0,14.53261362,0.117300,1.830,4.01000,0.000000,0.032890,0.98,0.99
Kepler-148 b,0,Transit,Kepler,0,1.72936600,0.028000,1.800,3.89000,0.000000,0.051720,0.85,0.86
Kepler-148 c,0,Transit,Kepler,0,4.18004300,0.050000,3.600,12.60000,0.000000,0.188050,0.85,0.86
Kepler-148 d,0,Transit,Kepler,0,51.84688575,0.260700,8.680,56.30000,0.000000,1.031360,0.81,0.86
Kepler-1480 b,0,Transit,Kepler,0,22.12679948,0.152500,1.670,3.43000,0.000000,0.043610,0.81,0.85
Kepler-1481 b,0,Transit,Kepler,0,5.94220998,0.059000,1.230,2.04000,0.000000,0.027260,0.75,0.80
Kepler-1482 b,0,Transit,Kepler,0,12.25383217,0.101600,1.010,1.01000,0.000000,0.013930,0.84,0.88
Kepler-1483 b,0,Transit,Kepler,0,9.50851560,0.095800,1.520,2.92000,0.000000,0.009790,1.40,1.25
Kepler-1484 b,0,Transit,Kepler,0,30.45491360,0.193900,2.110,5.10000,0.000000,0.047210,0.92,0.94
Kepler-1485 b,0,Transit,Kepler,0,19.91577250,0.146700,1.470,2.76000,0.000000,0.014320,1.12,1.11
Kepler-1486 b,0,Transit,Kepler,0,54.64957590,0.284600,2.320,5.99000,0.000000,0.043250,1.12,1.08
Kepler-1487 b,0,Transit,Kepler,0,7.31946363,0.089800,2.130,5.18000,0.000000,0.015670,1.63,1.38
Kepler-1488 b,0,Transit,Kepler,0,39.81899320,0.228500,1.860,4.12000,0.000000,0.019620,1.31,1.05
Kepler-1488 c,0,Transit,Kepler,0,6.15826988,0.065800,1.652,3.37000,0.000000,0.005730,1.52,1.00
Kepler-1489 b,0,Transit,Kepler,0,82.29475100,0.367900,1.770,3.78000,0.000000,0.037110,0.90,0.93
Kepler-149 b,0,Transit,Kepler,0,29.19894300,0.184000,4.210,16.50000,0.000000,0.204720,0.95,0.92
Kepler-149 c,0,Transit,Kepler,0,55.32832800,0.281000,1.610,3.22000,0.000000,0.032570,0.95,0.92
Kepler-149 d,0,Transit,Kepler,0,160.01803200,0.571000,3.960,14.90000,0.000000,0.155280,0.95,0.92
Kepler-1490 b,0,Transit,Kepler,0,92.43629730,0.372900,3.040,9.48000,0.000000,0.083020,0.87,0.90
Kepler-1491 b,0,Transit,Kepler,0,16.58617620,0.127000,1.510,2.89000,0.000000,0.023130,0.99,1.00
Kepler-1492 b,0,Transit,Kepler,0,16.75255007,0.126200,1.490,2.83000,0.000000,0.036500,0.72,0.77
Kepler-1493 b,0,Transit,Kepler,0,15.02179830,0.119700,1.410,2.57000,0.000000,0.011090,1.29,1.06
Kepler-1494 b,0,Transit,Kepler,0,91.08048200,0.398200,3.070,9.64000,0.000000,0.073860,0.94,0.96
Kepler-1495 b,0,Transit,Kepler,0,85.27325600,0.367700,2.940,8.96000,0.000000,0.076780,1.04,1.03
Kepler-1496 b,0,Transit,Kepler,0,64.65880170,0.321100,2.220,5.56000,0.000000,0.023540,1.27,1.18
Kepler-1497 b,0,Transit,Kepler,0,8.74199772,0.081700,1.660,3.39000,0.000000,0.029570,0.95,0.96
Kepler-1498 b,0,Transit,Kepler,0,48.05140500,0.252800,1.330,2.33000,0.000000,0.027450,0.81,0.86
Kepler-1499 b,0,Transit,Kepler,0,44.20080000,0.219600,1.190,1.81000,0.000000,0.023560,0.78,0.82
Kepler-15 b,0,Transit,Kepler,0,4.94278200,0.057140,10.760,209.76000,0.060000,1.126500,0.99,1.02
Kepler-150 b,0,Transit,Kepler,0,3.42805400,0.044000,1.250,2.10000,0.000000,0.020640,0.94,0.94
Kepler-150 c,0,Transit,Kepler,0,7.38199800,0.073000,3.690,13.20000,0.000000,0.151180,0.94,0.94
Kepler-150 d,0,Transit,Kepler,0,12.56093000,0.104000,2.790,8.20000,0.000000,0.096690,0.94,0.94
Kepler-150 e,0,Transit,Kepler,0,30.82655700,0.189000,3.120,9.91000,0.000000,0.077590,0.94,0.94
Kepler-150 f,0,Transit,Kepler,0,637.20930000,1.240000,3.640,12.90000,,,0.91,0.97
Kepler-1500 b,0,Transit,Kepler,0,15.03301050,0.123600,1.200,1.87000,0.000000,0.013220,1.00,1.00
Kepler-1501 b,0,Transit,Kepler,0,14.55645330,0.122800,1.560,3.05000,0.000000,0.010380,1.30,1.20
Kepler-1502 b,0,Transit,Kepler,0,41.70836290,0.248200,3.180,10.20000,0.000000,0.033000,1.72,1.44
Kepler-1503 b,0,Transit,Kepler,0,96.16987000,0.377100,2.270,5.77000,0.000000,0.089450,0.74,0.77
Kepler-1504 b,0,Transit,Kepler,0,82.30400300,0.370400,2.130,5.18000,0.000000,0.073700,0.81,0.85
Kepler-1505 b,0,Transit,Kepler,0,30.86093660,0.186200,0.930,0.74900,0.000000,0.012890,0.86,0.93
Kepler-1506 b,0,Transit,Kepler,0,14.03291540,0.116800,1.320,2.30000,0.000000,0.021090,0.93,0.95
Kepler-1507 b,0,Transit,Kepler,0,16.05062130,0.123400,0.840,0.52000,0.000000,0.009440,0.85,0.89
Kepler-1508 b,0,Transit,Kepler,0,20.70565040,0.162900,1.330,2.33000,0.000000,0.011590,1.22,1.14
Kepler-1509 b,0,Transit,Kepler,0,25.43381970,0.170700,1.850,4.08000,0.000000,0.030200,0.99,1.00
Kepler-151 b,0,Transit,Kepler,0,15.22895800,0.116000,3.060,9.59000,0.000000,0.112480,0.83,0.87
Kepler-151 c,0,Transit,Kepler,0,24.67461200,0.160000,2.090,5.02000,0.000000,0.067080,0.83,0.87
Kepler-1510 b,0,Transit,Kepler,0,84.70392100,0.408900,3.360,11.20000,0.000000,0.065570,1.28,1.19
Kepler-1511 b,0,Transit,Kepler,0,23.23827920,0.175300,1.680,3.46000,0.000000,0.017980,1.29,1.17
Kepler-1512 b,0,Transit,Kepler,0,20.35972599,0.109700,1.180,1.76000,0.000000,0.033960,0.67,0.73
Kepler-1513 b,0,Transit,Kepler,0,160.88465087,0.541600,8.460,53.90000,0.000000,0.772950,0.97,0.99
Kepler-1514 b,0,Transit,Kepler,0,217.83184000,0.753000,12.420,1678.14240,0.401000,0.780500,1.29,1.20
Kepler-1514 c,0,Transit,Kepler,0,10.51418100,0.099700,1.176,1.74000,0.320000,0.006990,1.29,1.20
Kepler-1515 b,0,Transit,Kepler,0,214.31141640,0.765500,9.550,66.20000,0.000000,0.453540,1.41,1.30
Kepler-1516 b,0,Transit,Kepler,0,7.25931979,0.071800,1.750,3.71000,0.000000,0.024750,1.07,1.04
Kepler-1517 b,0,Transit,Kepler,0,5.54608367,0.078000,9.760,68.70000,0.000000,0.214930,1.95,1.58
Kepler-1518 b,0,Transit,Kepler,0,5.11177904,0.059300,3.050,9.53000,0.000000,0.026780,1.88,1.54
Kepler-1519 b,0,Transit,Kepler,0,240.79893970,0.765500,7.060,39.60000,0.000000,0.502290,0.91,0.94
Kepler-152 b,0,Transit,Kepler,0,18.20797300,0.124000,2.790,8.20000,0.000000,0.159690,0.72,0.83
Kepler-152 c,0,Transit,Kepler,0,88.25505500,0.356000,2.390,6.30000,0.000000,0.113220,0.72,0.83
Kepler-1520 b,0,Transit,Kepler,0,0.65355357,0.012900,5.770,28.10000,0.000000,0.459590,0.71,0.76
Kepler-1521 b,0,Transit,Kepler,0,47.14840805,0.231700,2.500,6.80000,0.000000,0.111380,0.76,0.81
Kepler-1522 b,0,Transit,Kepler,0,1.84788917,0.028800,1.730,3.64000,0.000000,0.032330,0.93,0.96
Kepler-1523 b,0,Transit,Kepler,0,0.93875077,0.018500,1.580,3.12000,0.000000,0.028070,0.96,0.97
Kepler-1524 b,0,Transit,Kepler,0,70.96746030,0.339200,3.540,12.30000,0.000000,0.078470,1.25,1.17
Kepler-1525 b,0,Transit,Kepler,0,2.41660118,0.036000,0.910,0.69300,0.000000,0.008450,1.04,1.07
Kepler-1526 b,0,Transit,Kepler,0,3.90863200,0.041800,2.430,6.48000,0.000000,0.086720,0.69,0.73
Kepler-1527 b,0,Transit,Kepler,0,160.12991800,0.627600,4.770,20.40000,0.000000,0.118300,1.32,1.21
Kepler-1528 b,0,Transit,Kepler,0,1.79111021,0.029600,1.460,2.73000,0.000000,0.016750,1.03,1.03
Kepler-1529 b,0,Transit,Kepler,0,5.33905686,0.052500,2.100,5.06000,0.000000,0.075550,0.77,0.81
Kepler-153 b,0,Transit,Kepler,0,18.87022700,0.129000,2.920,8.85000,0.000000,0.109660,0.89,0.83
Kepler-153 c,0,Transit,Kepler,0,46.90232000,0.237000,2.530,6.94000,0.000000,0.082130,0.89,0.83
Kepler-1530 b,0,Transit,Kepler,0,2.59044340,0.037100,1.640,3.33000,0.000000,0.033090,0.88,0.92
Kepler-1530 c,0,Transit,Kepler,0,5.32274060,0.060000,1.650,3.36000,0.000000,0.034240,0.88,0.92
Kepler-1530 d,0,Transit,Kepler,0,9.20761013,0.086500,3.279,10.80000,0.000000,0.124310,1.30,1.01
Kepler-1531 b,0,Transit,Kepler,0,1.13854338,0.022000,1.110,1.41000,0.000000,0.006620,1.27,1.16
Kepler-1532 b,0,Transit,Kepler,0,1.09366356,0.020600,1.350,2.39000,0.000000,0.021840,0.88,0.91
Kepler-1533 b,0,Transit,Kepler,0,308.54710000,0.962500,3.460,11.80000,0.000000,0.058680,1.51,1.31
Kepler-1534 b,0,Transit,Kepler,0,5.71668872,0.059900,1.890,4.23000,0.000000,0.043170,0.86,0.90
Kepler-1535 b,0,Transit,Kepler,0,138.94420000,0.532900,2.550,7.04000,0.000000,0.053020,1.11,1.08
Kepler-1536 b,0,Transit,Kepler,0,364.75803100,0.850700,3.140,10.00000,0.000000,0.148150,0.67,0.71
Kepler-1537 b,0,Transit,Kepler,0,1.44445380,0.024500,1.180,1.76000,0.000000,0.022160,0.77,0.81
Kepler-1538 b,0,Transit,Kepler,0,175.13881900,0.609500,2.820,8.35000,0.000000,0.063450,1.03,1.03
Kepler-1539 b,0,Transit,Kepler,0,133.30367410,0.476500,2.700,7.75000,0.000000,0.119900,0.80,0.84
Kepler-154 b,0,Transit,Kepler,0,33.04053200,0.198000,2.260,5.73000,0.000000,0.057740,1.00,0.98
Kepler-154 c,0,Transit,Kepler,0,62.30327600,0.303000,2.950,9.01000,0.000000,0.085930,1.00,0.98
Kepler-154 d,0,Transit,Kepler,0,20.54981883,0.141500,3.840,14.10000,0.000000,0.156430,0.98,0.98
Kepler-154 e,0,Transit,Kepler,0,3.93276465,0.047000,1.500,2.86000,0.000000,0.023490,0.98,0.98
Kepler-154 f,0,Transit,Kepler,0,9.91935684,0.087100,1.500,2.86000,0.000000,0.018670,0.98,0.98
Kepler-1540 b,0,Transit,Kepler,0,125.41311770,0.442600,2.490,6.76000,0.000000,0.134500,0.69,0.74
Kepler-1541 b,0,Transit,Kepler,0,8.40691199,0.078100,1.160,1.65000,0.000000,0.020200,0.81,0.86
Kepler-1542 b,0,Transit,Kepler,0,3.95116882,0.047900,0.760,0.36300,0.000000,0.006090,0.99,0.94
Kepler-1542 c,0,Transit,Kepler,0,2.89223021,0.038900,0.650,0.20800,0.000000,0.004430,0.99,0.94
Kepler-1542 d,0,Transit,Kepler,0,5.99273738,0.063200,0.870,0.59000,0.000000,0.006980,0.99,0.94
Kepler-1542 e,0,Transit,Kepler,0,5.10115756,0.056700,0.760,0.36300,0.000000,0.006510,0.99,0.94
Kepler-1543 b,0,Transit,Kepler,0,6.96710269,0.086700,2.710,7.80000,0.000000,0.023530,1.65,1.39
Kepler-1544 b,0,Transit,Kepler,0,168.81117400,0.542100,1.780,3.82000,0.000000,0.061180,0.74,0.81
Kepler-1545 b,0,Transit,Kepler,0,163.69234900,0.544200,2.700,7.75000,0.000000,0.113800,0.80,0.84
Kepler-1546 b,0,Transit,Kepler,0,19.59749710,0.136600,3.130,9.96000,0.000000,0.101410,0.93,0.95
Kepler-1547 b,0,Transit,Kepler,0,0.69297968,0.016500,0.900,0.66600,0.000000,0.006100,1.18,1.12
Kepler-1548 b,0,Transit,Kepler,0,124.82867900,0.467900,2.640,7.46000,0.000000,0.064750,0.97,0.99
Kepler-1549 b,0,Transit,Kepler,0,214.88654500,0.668700,2.570,7.13000,0.000000,0.075920,0.84,0.88
Kepler-155 b,0,Transit,Kepler,0,5.93119400,0.056000,2.090,5.02000,0.000000,0.103510,0.62,0.64
Kepler-155 c,0,Transit,Kepler,0,52.66179300,0.242000,2.240,5.65000,0.000000,0.108800,0.62,0.64
Kepler-1550 b,0,Transit,Kepler,0,225.58280900,0.768100,3.020,9.38000,0.000000,0.075490,1.11,1.07
Kepler-1551 b,0,Transit,Kepler,0,24.49736980,0.177200,2.660,7.56000,0.000000,0.044910,1.22,1.14
Kepler-1552 b,0,Transit,Kepler,0,184.77185300,0.604500,2.470,6.66000,0.000000,0.103460,0.78,0.85
Kepler-1553 b,0,Transit,Kepler,0,4.24261881,0.048100,1.150,1.60000,0.000000,0.018760,0.81,0.85
Kepler-1554 b,0,Transit,Kepler,0,198.08877400,0.631400,2.900,8.75000,0.000000,0.102770,0.81,0.84
Kepler-1555 b,0,Transit,Kepler,0,8.10501635,0.080500,1.610,3.22000,0.000000,0.020990,1.06,1.04
Kepler-1556 b,0,Transit,Kepler,0,8.82713457,0.082900,1.960,4.50000,0.000000,0.041680,0.95,0.97
Kepler-1557 b,0,Transit,Kepler,0,3.74032496,0.049000,1.530,2.96000,0.000000,0.016560,1.17,1.11
Kepler-1558 b,0,Transit,Kepler,0,3.50470358,0.041900,0.680,0.24400,0.000000,0.009070,0.79,0.83
Kepler-1559 b,0,Transit,Kepler,0,0.97191543,0.018000,0.720,0.29900,0.000000,0.007370,0.82,0.86
Kepler-156 b,0,Transit,Kepler,0,4.97345600,0.054000,2.300,5.90000,0.000000,0.074160,0.81,0.84
Kepler-156 c,0,Transit,Kepler,0,15.90680100,0.117000,2.550,7.04000,0.000000,0.092470,0.81,0.84
Kepler-1560 b,0,Transit,Kepler,0,3.03195744,0.039700,0.890,0.64000,0.000000,0.008340,1.02,1.02
Kepler-1561 b,0,Transit,Kepler,0,1.00520701,0.019400,1.090,1.32000,0.000000,0.009750,1.11,1.07
Kepler-1562 b,0,Transit,Kepler,0,64.27377520,0.330800,3.550,12.30000,0.000000,0.121390,1.05,1.02
Kepler-1563 b,0,Transit,Kepler,0,3.43276598,0.044200,0.750,0.34700,0.000000,0.006320,0.99,1.00
Kepler-1564 b,0,Transit,Kepler,0,18.05403810,0.132700,1.470,2.76000,0.000000,0.028310,0.90,0.93
Kepler-1565 b,0,Transit,Kepler,0,1.53818844,0.024100,1.190,1.81000,0.000000,0.027170,0.73,0.76
Kepler-1566 b,0,Transit,Kepler,0,0.53991524,0.012100,0.790,0.41800,0.000000,0.009700,0.81,0.84
Kepler-1567 b,0,Transit,Kepler,0,153.97957800,0.552000,2.730,7.90000,0.000000,0.079250,0.93,0.95
Kepler-1568 b,0,Transit,Kepler,0,20.92539200,0.149900,1.300,2.24000,0.000000,0.010900,1.19,1.09
Kepler-1569 b,0,Transit,Kepler,0,5.79180156,0.065400,1.680,3.46000,0.000000,0.011850,1.40,1.25
Kepler-157 b,0,Transit,Kepler,0,1.73234200,0.028000,1.320,2.30000,0.000000,0.018240,1.04,1.02
Kepler-157 c,0,Transit,Kepler,0,13.54050000,0.110000,2.240,5.65000,0.000000,0.046100,1.04,1.02
Kepler-157 d,0,Transit,Kepler,0,7.02573474,0.069800,1.460,2.73000,0.000000,0.019070,1.03,1.02
Kepler-1570 b,0,Transit,Kepler,0,26.54895500,0.178400,1.070,1.24000,0.000000,0.014200,0.89,0.92
Kepler-1571 b,0,Transit,Kepler,0,3.38555488,0.043200,1.520,2.92000,0.000000,0.011600,1.39,1.23
Kepler-1572 b,0,Transit,Kepler,0,5.49548621,0.061400,0.940,0.77900,0.000000,0.008580,0.95,0.97
Kepler-1573 b,0,Transit,Kepler,0,2.61575540,0.036400,1.200,1.87000,0.000000,0.012040,1.00,1.01
Kepler-1574 b,0,Transit,Kepler,0,6.94243340,0.074300,1.290,2.21000,0.000000,0.016080,1.08,1.06
Kepler-1575 b,0,Transit,Kepler,0,2.55314213,0.036600,1.310,2.27000,0.000000,0.018530,0.92,0.95
Kepler-1576 b,0,Transit,Kepler,0,6.98471973,0.072600,1.040,1.12000,0.000000,0.009070,1.06,1.05
Kepler-1577 b,0,Transit,Kepler,0,6.30560247,0.065700,1.130,1.51000,0.000000,0.022080,0.74,0.78
Kepler-1578 b,0,Transit,Kepler,0,1.45088691,0.025200,1.040,1.12000,0.000000,0.013570,0.86,0.90
Kepler-1579 b,0,Transit,Kepler,0,0.84990789,0.014000,0.840,0.52000,0.000000,0.013110,0.70,0.75
Kepler-158 b,0,Transit,Kepler,0,16.70918400,0.111000,2.120,5.14000,0.000000,0.083980,0.62,0.66
Kepler-158 c,0,Transit,Kepler,0,28.55138300,0.158000,1.900,4.27000,0.000000,0.080780,0.62,0.66
Kepler-1580 b,0,Transit,Kepler,0,56.64492790,0.323000,2.110,5.10000,0.000000,0.009560,2.15,1.47
Kepler-1581 b,0,Transit,Kepler,0,6.28385491,0.067400,0.800,0.43700,0.000000,0.003570,1.23,1.12
Kepler-1582 b,0,Transit,Kepler,0,4.83817712,0.031600,1.490,2.83000,0.000000,0.154400,0.30,0.28
Kepler-1583 b,0,Transit,Kepler,0,9.32807355,0.085000,0.600,0.15600,0.000000,0.004520,0.91,0.94
Kepler-1584 b,0,Transit,Kepler,0,13.39970990,0.116800,1.610,3.22000,0.000000,0.016730,1.13,1.10
Kepler-1585 b,0,Transit,Kepler,0,3.58274630,0.044500,1.790,3.86000,0.000000,0.039700,0.91,0.94
Kepler-1586 b,0,Transit,Kepler,0,15.60492120,0.126600,1.520,2.92000,0.000000,0.007340,1.75,1.45
Kepler-1587 b,0,Transit,Kepler,0,9.40604670,0.087800,1.330,2.33000,0.000000,0.007950,1.22,1.08
Kepler-1588 b,0,Transit,Kepler,0,7.84931739,0.072600,0.760,0.36300,0.000000,0.006820,0.99,0.96
Kepler-1589 b,0,Transit,Kepler,0,0.99166527,0.020500,1.090,1.32000,0.000000,0.007730,1.25,1.18
Kepler-159 b,0,Transit,Kepler,0,10.13962300,0.082000,2.380,6.26000,0.000000,0.122520,0.66,0.63
Kepler-159 c,0,Transit,Kepler,0,43.59579200,0.218000,3.410,11.50000,0.000000,0.230640,0.66,0.63
Kepler-1590 b,0,Transit,Kepler,0,7.61760804,0.077200,1.140,1.55000,0.000000,0.008540,1.16,1.11
Kepler-1591 b,0,Transit,Kepler,0,8.18504949,0.079400,1.270,2.15000,0.000000,0.009760,1.16,1.10
Kepler-1592 b,0,Transit,Kepler,0,3.05710069,0.040000,1.540,2.99000,0.000000,0.014400,1.28,1.18
Kepler-1593 b,0,Transit,Kepler,0,174.50983500,0.546000,3.170,10.20000,0.000000,0.153000,0.77,0.81
Kepler-1594 b,0,Transit,Kepler,0,2.71603809,0.039600,1.060,1.20000,0.000000,0.009850,1.08,1.06
Kepler-1595 b,0,Transit,Kepler,0,4.56380468,0.051000,1.230,2.04000,0.000000,0.022220,0.80,0.84
Kepler-1596 b,0,Transit,Kepler,0,66.37337900,0.323700,1.900,4.27000,0.000000,0.041500,0.92,0.95
Kepler-1597 b,0,Transit,Kepler,0,2.94654179,0.042700,1.060,1.20000,0.000000,0.005700,1.39,1.25
Kepler-1598 b,0,Transit,Kepler,0,4.34195123,0.052700,0.950,0.80900,0.000000,0.007720,1.09,1.07
Kepler-1599 b,0,Transit,Kepler,0,122.36355300,0.482300,1.620,3.26000,0.000000,0.035280,0.99,0.99
Kepler-160 b,0,Transit,Kepler,0,4.30939700,0.055110,1.715,3.59000,0.000000,0.031070,1.12,0.97
Kepler-160 c,0,Transit,Kepler,0,13.69942900,0.119200,3.760,13.60000,0.000000,0.129290,1.12,0.97
Kepler-160 d,0,Transit Timing Variations,Kepler,0,30.00000000,0.170000,,100.00000,,,1.12,0.97
Kepler-1600 b,0,Transit,Kepler,0,386.37054800,0.971200,3.130,9.96000,0.000000,0.133640,0.82,0.86
Kepler-1600 c,0,Transit,Kepler,0,7.29804993,0.068900,1.942,4.43000,0.000000,0.037050,0.83,0.82
Kepler-1601 b,0,Transit,Kepler,0,2.20921951,0.033600,0.820,0.47700,0.000000,0.005980,1.07,1.04
Kepler-1602 b,0,Transit,Kepler,0,11.17931605,0.107400,1.340,2.36000,0.000000,0.008790,1.36,1.22
Kepler-1603 b,0,Transit,Kepler,0,2.27163926,0.035100,1.290,2.21000,0.000000,0.008240,1.31,1.21
Kepler-1604 b,0,Transit,Kepler,0,0.68368426,0.008900,1.410,2.57000,0.000000,0.028560,0.76,0.81
Kepler-1605 b,0,Transit,Kepler,0,85.75654950,0.391200,1.080,1.28000,0.000000,0.016540,0.82,0.86
Kepler-1606 b,0,Transit,Kepler,0,196.43522400,0.642100,2.070,4.94000,0.000000,0.063190,0.86,0.90
Kepler-1607 b,0,Transit,Kepler,0,13.64736760,0.107500,0.920,0.72100,0.000000,0.006330,1.21,1.14
Kepler-1608 b,0,Transit,Kepler,0,16.47356860,0.112600,1.730,3.64000,0.000000,0.047050,0.72,0.75
Kepler-1609 b,0,Transit,Kepler,0,114.34219000,0.467900,2.220,5.56000,0.000000,0.023980,1.27,1.18
Kepler-161 b,0,Transit,Kepler,0,4.92135500,0.054000,2.120,12.10000,0.000000,0.080010,0.81,0.86
Kepler-161 c,0,Transit,Kepler,0,7.06424000,0.068000,2.050,11.80000,0.000000,0.073300,0.81,0.86
Kepler-1610 b,0,Transit,Kepler,0,8.70181574,0.077700,1.610,3.22000,0.000000,0.030410,0.87,0.91
Kepler-1611 b,0,Transit,Kepler,0,5.17624290,0.058600,0.810,0.45700,0.000000,0.007870,0.93,0.94
Kepler-1612 b,0,Transit,Kepler,0,3.91795101,0.048200,1.030,1.08000,0.000000,0.011650,0.94,0.96
Kepler-1613 b,0,Transit,Kepler,0,1.51842990,0.026400,2.080,4.98000,0.000000,0.019680,1.12,1.08
Kepler-1614 b,0,Transit,Kepler,0,3.94661410,0.047100,1.490,2.83000,0.000000,0.030940,0.76,0.79
Kepler-1615 b,0,Transit,Kepler,0,47.31261920,0.278800,2.060,4.90000,0.000000,0.021740,1.05,1.04
Kepler-1616 b,0,Transit,Kepler,0,6.76284377,0.076100,1.020,1.04000,0.000000,0.005670,1.34,1.21
Kepler-1617 b,0,Transit,Kepler,0,27.47855720,0.181000,1.200,1.87000,0.000000,0.008890,1.22,1.15
Kepler-1618 b,0,Transit,Kepler,0,6.10826019,0.070600,1.260,2.13000,0.000000,0.005650,1.65,1.41
Kepler-1619 b,0,Transit,Kepler,0,23.62259130,0.161100,0.760,0.36300,0.000000,0.005700,1.00,1.00
Kepler-162 b,0,Transit,Kepler,0,6.91979800,0.069000,1.260,2.13000,0.000000,0.017010,0.96,0.95
Kepler-162 c,0,Transit,Kepler,0,19.44635500,0.137000,3.030,9.43000,0.000000,0.092600,0.96,0.95
Kepler-1620 b,0,Transit,Kepler,0,101.95182900,0.432200,1.610,3.22000,0.000000,0.016510,1.23,1.15
Kepler-1621 b,0,Transit,Kepler,0,92.26371400,0.420400,2.160,5.31000,0.000000,0.029380,1.24,1.15
Kepler-1622 b,0,Transit,Kepler,0,10.81187370,0.099400,1.470,2.76000,0.000000,0.008800,1.50,1.31
Kepler-1623 b,0,Transit,Kepler,0,4.36128348,0.051800,1.310,2.27000,0.000000,0.017690,1.00,1.00
Kepler-1624 b,0,Transit,Kepler,0,3.29030452,0.032700,5.700,27.60000,0.000000,1.355260,0.47,0.50
Kepler-1625 b,0,Transit,Kepler,0,287.37894900,0.874800,6.060,30.60000,0.000000,0.437690,0.94,0.96
Kepler-1626 b,0,Transit,Kepler,0,4.13962966,0.053700,2.020,4.74000,0.000000,0.011090,1.85,1.51
Kepler-1627 b,0,Transit,Kepler,0,7.20283653,0.064300,3.690,13.20000,0.000000,0.183260,0.84,0.87
Kepler-1628 b,0,Transit,Kepler,0,76.37803300,0.295200,6.430,33.80000,0.000000,1.100400,0.52,0.55
Kepler-1629 b,0,Transit,Kepler,0,3.87595807,0.048500,0.770,0.38100,0.000000,0.005860,1.01,1.01
Kepler-163 b,0,Transit,Kepler,0,7.81093700,0.078000,1.050,1.16000,0.000000,0.012670,0.92,0.88
Kepler-163 c,0,Transit,Kepler,0,21.34726200,0.152000,2.260,5.73000,0.000000,0.063050,0.92,0.88
Kepler-1630 b,0,Transit,Kepler,0,509.99740200,1.121800,2.190,5.43000,0.000000,0.126700,0.63,0.66
Kepler-1631 b,0,Transit,Kepler,0,4.09513932,0.051100,1.350,2.39000,0.000000,0.018170,0.95,0.97
Kepler-1632 b,0,Transit,Kepler,0,448.30355800,0.676200,2.470,6.66000,0.000000,0.034860,1.19,1.12
