#50th percentile and +/- 1-sigma values for stellar parameters: metallicity z, log10age(yr) tau, masses M1 and M2 in solar mass, radii R1 and R2 in solar radius, flux ratio f2/f1 frat in kepler bandpass
#KIC z z+sigma z-sigma tau(log10yr) tau+sigma tau-sigma m1(msun) m1+sigma m1-sigma m2(msun) m2+sigma m2-sigma r1(rsun) r1+sigma r1-sigma r2(rsun) r2+sigma r2-sigma frat frat+sigma frat-sigma            
2162994 0.0165022793 0.0023380136 -0.0024382799 9.4201042005 0.0035909807 -0.0055918529 1.3307130505 0.0142032526 -0.0158675546 1.1574280777 0.0102920975 -0.0117723835 1.6790490078 0.0054978135 -0.0062264366 1.2193913032 0.0040040643 -0.0045660623 0.4746598723 0.0001090459 -0.0001088648            
2305372 0.0137766011 0.0010563238 -0.0018548073 6.5572591461 0.0108207377 -0.0137221872 2.5742920521 0.106926996 -0.044536582 2.0209546273 0.0489536582 -0.0438442693 2.1239443507 0.0228139508 -0.015288734 2.7719481859 0.031495219 -0.0168425239 0.2421461875 0.0015321109 -0.0016951421            
2305543 0.0089946689 0.0011698412 -0.0018652714 9.815927951 0.1163547359 -0.057916412 0.9637531309 0.0430133593 -0.0580107769 0.9060476405 0.0278419355 -0.0456773631 1.110716816 0.0597747873 -0.0395489745 0.9529675292 0.0566177348 -0.0478348688 0.6619191949 0.1692591078 -0.1838199069            
2306740 0.0196840359 0.0052648058 -0.0083310497 9.4845973399 0.0125730736 -0.0049902458 1.3418677503 0.0052324657 -0.0593015284 1.1495182173 0.0036261154 -0.0414855221 1.7632178767 0.0022320553 -0.0239719179 1.2095662658 0.0019613843 -0.0160931365 0.449063744 0.0002193459 -0.0002176162            
2442084 0.012840979 0.0021970988 -0.0019853002 9.2982194056 0.4687019081 -0.5994656485 0.6377830678 0.0179504934 -0.019006136 0.4953035921 0.0175230962 -0.0163318737 0.6117259941 0.0050599219 -0.0047458741 0.482239976 0.0128733625 -0.0124430298 0.2380358814 0.0043576039 -0.003904612            
2998124 0.0080701325 0.0002420623 -0.0002378918 9.561652934 0.0255178146 -0.028432887 1.1136792154 0.0105584367 -0.0096258348 0.3771236652 0.0024665945 -0.0021302428 1.326718428 0.0059730243 -0.0048484239 0.3655156647 0.0018433872 -0.0015482784 0.002857962 +9.8148551892e-06 -9.91617168e-06            
3241344 0.0069344171 0.0001240113 -8.46210856664e-05 9.3701025107 0.1439811963 -0.1327808755 0.9935105678 0.020295602 -0.026340689 0.5057014571 0.0045972796 -0.0056858963 0.9727609855 0.0054184025 -0.007043006 0.489565079 0.0027353252 -0.0035687502 0.0223210586 +5.7725408334e-05 -5.8088050566e-05            
3335816 0.0014177672 0.0002784534 -0.0002713941 9.7958980955 0.0139708334 -0.0124886532 0.9579397011 0.0103025352 -0.0079487028 0.6766116094 0.0071231351 -0.0081623027 1.5456614639 0.0108429835 -0.0119231839 0.6318120772 0.0068469703 -0.0074074582 0.0753583079 0.0023369008 -0.0023922773            
3341934 0.021838452 0.007347513 -0.0051160333 9.3025818686 0.0593763974 -0.0605097145 1.4572785994 0.0237379738 -0.0200812856 0.8508569928 0.0070390408 -0.0067163238 1.8384138849 0.0127712155 -0.0123538637 0.7659727505 0.0080197611 -0.0070281493 0.0539505582 0.0050646339 -0.0041029343            
3348093 0.011004365 0.0025717789 -0.0027191217 9.2971388927 0.4336317816 -0.5467771426 0.6292761706 0.0187342056 -0.0216497001 0.6600857267 0.0201231451 -0.0239233241 0.6031496278 0.0067644461 -0.0088699982 0.624789561 0.0066175088 -0.009337313 1.3626228757 0.0115047299 -0.0154087578            
3427776 0.0044628429 0.0034247654 -0.0011231897 9.8358017448 0.1414737681 -0.2005462868 0.8264306521 0.0392461836 -0.0371238498 0.4165510016 0.0148440419 -0.0206045866 0.8363267959 0.0105589318 -0.0109813833 0.3995362558 0.0173557256 -0.0221398104 0.0199829717 0.0006848032 -0.0006446595            
3439031 0.006797963 0.0019755181 -0.0024934974 9.549364742 0.1352725496 -0.1088015006 1.1178639754 0.0646981977 -0.0897637849 1.1197835379 0.0654771084 -0.0901856345 1.3626945937 0.0254392897 -0.0376474885 1.3695113741 0.0264929887 -0.037556098 1.0123446368 0.0040704713 -0.0040674523            
3442054 0.0061030372 0.0004862322 -0.0007183829 9.3530758343 0.0140261821 -0.0110686578 1.3952063917 0.0061367597 -0.0080322082 0.4574257464 0.0018906237 -0.0026892979 2.1668216695 0.0102594902 -0.0176052158 0.4379385136 0.0021865923 -0.0034645364 0.0020537708 +1.33118255964e-05 -1.30155964453e-05            
3543270 0.0203115064 0.0039307936 -0.0038835881 9.3606961013 0.0487878995 -0.0653970879 1.5523579159 0.0559881906 -0.044564497 0.99771573 0.0268017658 -0.023864259 2.4557388921 0.0121113931 -0.0128619588 0.9257622406 0.0254373375 -0.0213398164 0.0924525822 0.0041934283 -0.0041720858            
3654950 0.0464338787 0.0097888408 -0.0154881158 9.2257678041 0.1900714652 -0.3468368775 1.3004047908 0.1624255499 -0.1136630251 1.541134823 0.1944988637 -0.0965328902 1.3956268215 0.1649895935 -0.1718482356 1.9775212269 0.0412605348 -0.0585833993 2.4636695854 0.8840670652 -0.6328553802            
3848919 0.0057092154 0.0012866666 -0.0015931792 8.6670368171 0.2516855529 -0.4069480866 1.4114957151 0.0509732042 -0.1033670756 1.3652634404 0.0496067519 -0.0973860258 1.273961295 0.0129782866 -0.0298265923 1.2586592286 0.0175322245 -0.03270828 0.8709186202 0.0078961585 -0.0045632009            
3973504 0.0148741432 0.0043066282 -0.0042212419 9.8766811379 0.1404021426 -0.1954244919 0.891266858 0.0467471405 -0.0451408999 0.5729119263 0.02177745 -0.0242935481 0.9013058319 0.0116461318 -0.0106336814 0.5737762559 0.018064944 -0.0210839508 0.0515348076 0.0024426798 -0.0048546167            
4042026 0.0100070795 +1.4119838361e-05 -6.11048425804e-06 9.4999832145 +2.64121010911e-05 -5.25175174886e-05 1.3495761574 0.0001664206 -0.0001610282 0.4434110235 0.0013345379 -0.0013267576 3.0325796349 0.0084863658 -0.008540192 0.4299137648 0.0013814822 -0.0013692419 0.0020283377 +2.21219509974e-05 -2.17901424402e-05            
4157488 0.0063255716 0.0014506963 -0.001440076 9.1528888563 0.0317352072 -0.0364054897 1.5931553189 0.0430292441 -0.0362700746 1.5810923477 0.0427495551 -0.0360094036 2.1080970257 0.0361518155 -0.0379766367 2.040678531 0.0392048265 -0.0314676217 0.9508535817 0.0521095549 -0.0415146757            
4275739 0.0394520071 0.0084258072 -0.0075276392 9.251830667 0.1952736708 -0.2990191984 1.2711743593 0.0549079321 -0.0464780055 0.8649720021 0.0192051806 -0.0209090026 1.3333984912 0.0097534019 -0.0123014825 0.7728100907 0.0143809581 -0.0138287292 0.1166647311 0.0142353891 -0.0082585838            
4281895 0.0184260862 0.0011409469 -0.0009408379 7.7822138095 0.0482399709 -0.038723876 1.1495571644 0.0016057264 -0.0017974782 0.8695091888 0.005541884 -0.0081441566 1.0456229825 0.0011057329 -0.0015329851 0.7591101194 0.0028705478 -0.002525691 0.2572095729 0.0042776922 -0.0033049123            
4352168 0.0203161534 0.0022183772 -0.0031300973 9.6096558068 0.0628397241 -0.032993521 1.0173623037 0.010126155 -0.0230429378 0.7307177968 0.0051701423 -0.0125858333 1.0048250704 0.0045368309 -0.0077242042 0.6811411267 0.0006057609 -0.0041970176 0.1337726286 0.0001204041 -0.0001209577            
4375101 0.0092833949 0.0017707981 -0.0013717998 7.1437453886 0.0781714248 -0.0470101711 1.1623608196 0.0128072583 -0.0114857366 1.1660741584 0.012892892 -0.0115741044 1.3431857145 0.0068722944 -0.0058863419 1.3507778255 0.0073879212 -0.0067224559 1.0251794672 0.0071962752 -0.0070292072            
4678171 0.0052636193 0.0010334616 -0.0008138193 9.8659445061 0.1461525619 -0.1705096254 0.702785884 0.0233831191 -0.0260926657 0.605068011 0.0163173748 -0.0176928903 0.672710601 0.0065288164 -0.0077804883 0.5885533995 0.0066850816 -0.0065293749 0.3819437827 0.0030514424 -0.0026556792            
4815612 0.0126482184 0.0042197147 -0.0055530984 9.2380533908 0.1522729046 -0.1723399034 1.1533521303 0.0359346533 -0.0337745849 0.9846501809 0.0351118373 -0.029227045 1.1753349195 0.0076578004 -0.0074109692 0.9166735453 0.0218598132 -0.020267577 0.4368241066 0.0192407998 -0.0192875376            
4839180 0.0083345799 0.0006621566 -0.0005473465 9.6377290257 0.0271773414 -0.0674504693 1.0802196578 0.0299152113 -0.0104471428 0.8605135768 0.0195126804 -0.0062145 1.3093749331 0.0120680206 -0.0042680718 0.8177875498 0.0150303917 -0.0044222312 0.2448422401 0.0029338104 -0.0013699681            
4840818 0.0181293124 0.0044622184 -0.0049923798 9.0076286135 0.1431244487 -0.1564401201 1.3410224141 0.0335274184 -0.0404708362 0.985792185 0.0209945697 -0.0362944934 1.3850960935 0.006363415 -0.0086452173 0.8868721616 0.0201619999 -0.0289330806 0.2085424433 0.0186200799 -0.0252621338            
5003117 0.0186786096 0.0036360555 -0.0025740121 9.9875082865 0.0326562749 -0.0389458588 1.0230095377 0.0311526273 -0.0283815842 0.2486682738 0.0096666722 -0.0083216456 1.5737278471 0.033595171 -0.0287429163 0.2706991649 0.0077154412 -0.0073399257 0.0006662251 0.0001129604 -0.0001172673            
5080652 0.0033860381 0.0025512486 -0.0014896189 9.1945448568 0.1273709385 -0.1871707662 1.2653492882 0.066716736 -0.0578749004 1.032313904 0.0405319267 -0.0358045402 1.3055001562 0.020612163 -0.0169434953 1.0193530433 0.0250632052 -0.0243400996 0.3450895679 0.0164917155 -0.0159217051            
5091614 0.0016508818 0.0007927862 -0.0004492231 9.3355431311 0.0785915931 -0.1141230786 1.1356563645 0.0433785996 -0.0364370888 0.912785982 0.035428944 -0.030185042 1.1871531441 0.0143134828 -0.0116556769 0.8758761582 0.0414765242 -0.0367838727 0.2980753918 0.0405492617 -0.0334250342            
5115178 0.008930207 0.0015526219 -0.0010706433 7.0580593251 0.0327804058 -0.0327244339 1.2693364149 0.0140864429 -0.0117038452 0.7818546339 0.0345257753 -0.0232502288 1.5633273696 0.0186271937 -0.0164614389 0.9589846573 0.0179259551 -0.0140843262 0.0710392109 0.0061968121 -0.0021834041            
5263802 0.0041289314 0.0005400522 -0.0004145639 9.6372666872 0.0225819729 -0.0230493995 1.0741983871 0.0163318788 -0.0158944106 1.0552321436 0.0210237165 -0.0204895673 1.4631419067 0.0295841642 -0.0293550851 1.3636467169 0.0368651202 -0.0376855528 0.852826825 0.0918048898 -0.0858711345            
5285607 0.0229109205 0.0034229156 -0.0022641772 9.2309428678 0.0234815169 -0.0342317992 1.5774802456 0.0257124719 -0.0171290795 1.3703230953 0.0399021476 -0.0344176795 2.1021711888 0.021380388 -0.022930798 1.5293472074 0.0555438493 -0.0550399947 0.4834703515 0.0520665162 -0.0469495813            
5384802 0.013955484 0.0053161421 -0.0027011505 9.6534703814 0.1426834648 -0.2813264171 1.1517791346 0.1264779377 -0.0894410369 0.9883697971 0.1912998011 -0.0599633171 1.4854252047 0.0474379428 -0.1243092698 1.0381331249 0.2315426824 -0.1180303433 0.4073258918 0.4207887651 -0.1430728005            
5444392 0.0050522502 0.0001523783 -0.0001085242 10.0194406929 0.0165218598 -0.0031056063 0.8865444149 0.0009775535 -0.0101242497 0.892936083 0.0008216494 -0.0105960201 1.4543601273 0.0021913299 -0.005483673 1.6599656117 0.001626349 -0.0053854929 1.0908150546 0.00414967 -0.0043291528            
5700330 0.0126457614 0.0001807546 -0.0001502661 9.8086384098 0.0027937595 -0.0018632849 1.1019035766 0.0017564685 -0.0012996504 0.5070914824 0.0008321604 -0.0008166506 2.009062237 0.0021589407 -0.0024557713 0.5014312767 0.0009123626 -0.0009033223 0.0053200892 +1.78680122658e-05 -1.7775116555e-05            
5728283 0.0075369982 +6.76176445756e-05 -6.825899446e-05 9.7171327803 0.0094962596 -0.0071380819 1.0997247711 0.0035005607 -0.0061261484 0.4104012068 0.0015597838 -0.0016468103 1.8800908823 0.0051573346 -0.0053887422 0.3968916616 0.0016391468 -0.0017238858 0.0024612435 +1.91367307264e-05 -1.95215188e-05            
5730394 0.0148439366 +2.131483995e-05 -2.3533479954e-05 9.7367893294 0.0016824491 -0.0018004219 1.1689481799 0.0002763686 -0.0005055446 0.9550182269 0.0003016545 -0.0003877835 1.9628049766 0.0007826724 -0.0007645466 0.9599138398 0.0002211047 -0.0002616556 0.2108911506 +9.792300534e-05 -9.79913475e-05            
5876805 0.0109009489 0.0002982866 -0.0003444187 10.0586117288 0.0010751674 -0.0019107439 0.9388193708 0.0007372317 -0.000878145 0.4650985869 0.000584793 -0.0005698991 1.728223884 0.0040860851 -0.0032211559 0.4603434335 0.0006154934 -0.0006002689 0.0069468396 +3.52584218536e-05 -3.60110687609e-05            
5979863 0.0065249488 0.0003337395 -0.0003743251 9.194645836 0.3223664386 -0.2271107654 0.8891173477 0.0815488543 -0.0544198901 0.1579083194 0.0267999105 -0.0078066482 0.8027019877 0.0968709663 -0.0303213494 0.1825517945 0.0224236729 -0.0070240906 0.0012931413 +2.441399735e-05 -2.390255677e-05            
5983348 0.0095160204 0.0012951775 -0.0013656725 9.733046427 0.0908245896 -0.0899170444 1.0610596508 0.0444969641 -0.0488210002 0.4690612072 0.0130247794 -0.0150359085 1.3460036098 0.0177234094 -0.021850184 0.4584733015 0.0130547964 -0.0149668554 0.0065722884 +3.63045849182e-05 -3.64003258769e-05            
6063448 0.0144155669 0.0078777939 -0.0067249267 9.1559072765 0.0912060995 -0.1002994021 1.5552909969 0.099517149 -0.1041202994 0.6427353792 0.0363883083 -0.0415769479 1.8973662327 0.067484635 -0.0603866581 0.6152607291 0.0267396893 -0.0378487752 0.0078042637 0.0001886905 -0.0001924308            
6185717 0.0085452972 0.0016617805 -0.001495716 9.5786847098 0.1589515974 -0.1958088799 0.9834669619 0.0481667388 -0.0510765639 0.5517474732 0.027280591 -0.0313394288 1.0029238196 0.0155974642 -0.0155882175 0.5425147009 0.0226940145 -0.0322918798 0.0309972944 0.0055756991 -0.0044626761            
6220470 0.0469659678 0.007274248 -0.0049880477 8.9110975961 0.0290112897 -0.0387908084 1.9564246994 0.0168283953 -0.0147292929 0.7908169932 0.0022313091 -0.0020493244 2.5177401681 0.0058572239 -0.0051071391 0.7005219541 0.0016357728 -0.0014228591 0.0097288274 +7.9433488338e-06 -7.85704400648e-06            
6227560 0.0134289047 0.0054083902 -0.0031457651 9.6558219502 0.3414617232 -0.7010587766 0.8568296914 0.0737329135 -0.0757859664 0.7022080503 0.0433927526 -0.0436407645 0.803534166 0.0300246688 -0.0249514261 0.6648549586 0.0116567527 -0.0184183907 0.2990589093 0.0229566413 -0.0211647584            
6231401 0.0205062457 0.0077991296 -0.0072129679 9.1308456581 0.1892428656 -0.2187901071 1.4599529038 0.0861360734 -0.1153773191 1.0674633433 0.0926612471 -0.1089340067 1.6397128048 0.0109322141 -0.0179364218 0.9905469468 0.0977256498 -0.1052044185 0.199815436 0.0470992497 -0.0392315345            
6431670 0.0177066712 0.0045494098 -0.0027862334 10.0257991414 0.0404444505 -0.1014065228 0.8468042775 0.0333209092 -0.0155809853 0.8451881773 0.0331905656 -0.0155437673 0.8703591651 0.0112172249 -0.0054874583 0.8674054629 0.0113259116 -0.0056288918 0.9861179173 0.0076245967 -0.0075317656            
6449358 0.0242719595 0.0045504717 -0.0029349253 9.0948169424 0.0185866818 -0.0113961249 1.6474377912 0.0084878583 -0.0166498166 0.7133700683 0.0052836728 -0.0062030482 2.0135209994 0.0035676303 -0.0066032179 0.660968661 0.0010876184 -0.0021647448 0.010751264 +6.1599884e-06 -6.1897501e-06            
6468938 0.0163080095 0.002691143 -0.0023300445 9.3353639394 0.0883892322 -0.1104304551 1.2496653917 0.0395197133 -0.038080805 0.9431962086 0.0270834197 -0.0280259256 1.3735246531 0.0068405761 -0.0081487253 0.8635469421 0.0212633892 -0.0215065727 0.2156660301 0.0110024509 -0.01213977            
6522750 0.0129638058 0.0009786017 -0.0011335986 9.7510143041 0.0696681782 -0.0894279958 0.9903088029 0.0291600062 -0.028511038 0.8036374239 0.0183285931 -0.0188825841 1.0609780198 0.0085502641 -0.0084477551 0.7571367418 0.009736123 -0.0101364867 0.2703272044 0.0040697985 -0.0034116505            
6523216 0.0041032568 0.0001620735 -0.0001029184 9.6325552739 0.0055913449 -0.0060401873 1.1325734698 0.0037363112 -0.0030630571 0.2992811574 0.0009590357 -0.0006202686 2.1474999365 0.0040136766 -0.0027921181 0.2924895285 0.0007365151 -0.0004826984 0.0009337414 +3.48556981834e-06 -3.5214892102e-06            
6546508 0.0059081677 0.0011879363 -0.0012814941 10.0560203762 0.0185273711 -0.0967111227 0.8672874847 0.0408787199 -0.0108679906 0.7637254903 0.0265784318 -0.0196556128 1.2976366948 0.0163776357 -0.0161132094 0.7994689868 0.0300028412 -0.0341354606 0.2965342622 0.0431682727 -0.0446495284            
6607610 0.0201647324 0.0002987036 -0.0001251198 10.0615192162 0.0001435072 -8.39319259249e-05 1.0003058474 0.0008309105 -0.0005016533 0.5349783769 0.002550895 -0.001249369 3.2623780958 0.0176500038 -0.009889465 0.5415684756 0.0032022668 -0.0015722769 0.0054972479 +1.6606472655e-05 -1.62362219202e-05            
6672229 0.0268736902 0.0036519516 -0.0037589211 10.0105787797 0.0507311225 -0.1034205946 0.9731076387 0.0463158708 -0.0265937187 0.9778563098 0.0465080077 -0.0264043639 1.1518417311 0.0188255486 -0.0123779695 1.1718351343 0.0171208078 -0.0117964573 1.0459311238 0.0163238236 -0.0258581135            
6707942 0.0061885712 0.0005068973 -0.0008415693 10.0467985763 0.0250229528 -0.0632807296 0.6518986811 0.0542016973 -0.0151431013 0.1171664213 0.0138476434 -0.0033952483 0.6434218246 0.0583574089 -0.013886756 0.1443134026 0.0123157815 -0.0040876984 0.0015270425 +2.57926800792e-05 -2.36193853367e-05            
6762829 0.012199075 0.0001186432 -0.0001497695 9.8183012219 0.0012162206 -0.0016680417 1.0912589719 0.0002625286 -0.0004340754 0.2882716012 0.0006714379 -0.0006635592 1.8607612518 0.0026896897 -0.0026702665 0.2951821931 0.0005257519 -0.0005232825 0.0009098854 +5.63431360535e-06 -5.60825333974e-06            
6766748 0.0142891584 0.0005862356 -0.0005819835 9.1166628917 0.0147431318 -0.0122551357 1.3245702428 0.0037970457 -0.0044734421 0.9615549694 0.0023399805 -0.002456298 1.4117979409 0.0007858508 -0.0008464342 0.8711541317 0.0014505797 -0.0015111159 0.192873819 +5.05531153e-05 -5.047498366e-05            
6781535 0.0161214848 0.0017780091 -0.0015482954 9.5971149338 0.0270831142 -0.0169506216 1.2168411525 0.0169352751 -0.0154004581 0.9480168209 0.0244534481 -0.0198866754 1.6150969671 0.0101300366 -0.0092572162 0.9055774723 0.0364298344 -0.0251103217 0.2070935631 0.033550682 -0.0213000312            
6877673 0.0123728194 0.0007736896 -0.0009050896 9.6195797325 0.0172605673 -0.010449798 1.20953512 0.0114945849 -0.0159556636 0.98365802 0.006354633 -0.0090424113 1.8493309965 0.0039855033 -0.0042887881 0.9877419233 0.0032569055 -0.0055806913 0.2345276646 0.0001467058 -0.000146371            
6939670 0.0053846428 0.000703485 -0.000551439 6.7520524645 0.0294501826 -0.0312393135 1.4780886248 0.0331969706 -0.0264539608 0.8063189763 0.0546197544 -0.0390835755 2.0488062455 0.0247607961 -0.0153034916 1.1495923416 0.0299159683 -0.0231270022 0.0705377137 0.0076746205 -0.0035888325            
6947666 0.010062154 0.0012291743 -0.0011065733 9.9573504212 0.0965294653 -0.12766719 0.939597903 0.0562574468 -0.0495774068 0.2380074508 0.0095422314 -0.0197433772 1.1945130239 0.0203531881 -0.0741196248 0.2542848604 0.0084334039 -0.0165974519 0.0012375713 0.0001023936 -9.8959734756e-05            
6965293 0.0222295177 0.0085520929 -0.0054120464 9.3193515415 0.1280427909 -0.2214491032 1.309139429 0.0866695382 -0.0657065097 1.323982586 0.0912727951 -0.1148374793 1.4813531663 0.0871886587 -0.1101219366 1.4827688923 0.0934827454 -0.1476058895 1.0077770677 0.410635918 -0.3200264328            
7009828 0.0043229244 0.0004774942 -0.000324415 6.629524432 0.0265830799 -0.029756426 1.5260028809 0.0158737227 -0.0123954607 1.3442170991 0.008628351 -0.0137099083 2.1196698046 0.0041243086 -0.0064357872 1.6956354745 0.0161318266 -0.0180909905 0.4700162134 0.013779021 -0.0199274081            
7024530 0.0130722582 0.0009658601 -0.0009152395 9.1131144768 0.274608815 -0.3427184823 0.9313783712 0.0200066746 -0.0226130139 0.4075731444 0.0078847006 -0.0076540919 0.8408731336 0.0112328693 -0.0102621917 0.392810661 0.0061541649 -0.0055453221 0.0118861617 0.0001996247 -0.0001985858            
7025851 0.0072557061 0.0012386287 -0.00135187 9.5727135317 0.2680315333 -0.1853370238 1.0018897167 0.0430831915 -0.0917475806 0.9465580522 0.0410163448 -0.0809860394 1.0512222415 0.0113469967 -0.0243003079 0.9416418483 0.0184106834 -0.0357180874 0.7163733228 0.0188878082 -0.0228731469            
