#50th percentile and +/- 1-sigma values for stellar parameters: metallicity z, log10age(yr) tau, masses M1 and M2 in solar mass, radii R1 and R2 in solar radius, flux ratio f2/f1 frat in kepler bandpass
#KIC z z+sigma z-sigma tau(log10yr) tau+sigma tau-sigma m1(msun) m1+sigma m1-sigma m2(msun) m2+sigma m2-sigma r1(rsun) r1+sigma r1-sigma r2(rsun) r2+sigma r2-sigma frat frat+sigma frat-sigma            
8008128 0.0067635032 0.0005943649 -0.0007550815 9.8724170128 0.044242648 -0.0588202322 0.9718586961 0.022674318 -0.019471477 0.3849390605 0.0072918168 -0.0071031926 1.3893337411 0.019808488 -0.0236595278 0.3733964786 0.0054644659 -0.0059394776 0.0040061183 +5.5511701617e-05 -4.5310446235e-05            
8009500 0.0047866606 0.0014972158 -0.0009277274 9.5603616372 0.377764266 -0.669811755 0.945228592 0.0976474884 -0.0934799864 0.4049798241 0.0190879782 -0.0185852752 0.9671888034 0.0265546748 -0.0270678996 0.3850888739 0.0109296108 -0.0107709917 0.0106051392 0.0003709829 -0.0003369181            
8016214 0.0260971526 0.0007211677 -0.0007752582 9.4762688879 0.0026516669 -0.0030026481 1.2156032214 0.0017803259 -0.0014992338 1.4856735625 0.0011529031 -0.0009722053 1.336830955 0.0036162111 -0.003500713 2.5659530447 0.00361374 -0.0033058302 2.7002433847 0.0022271685 -0.0022121453            
8019043 0.002375657 0.0002877055 -0.0002754642 8.520014921 0.1632869757 -0.1352610296 1.2648058395 0.0024435447 -0.0033708776 0.332157546 0.0029046148 -0.0015343511 1.1039460726 0.0110763156 -0.0018533343 0.305335558 0.0029912094 -0.0007710417 0.0024445351 +1.0286222074e-05 -1.008694134e-05            
8044608 0.0094224061 0.001371151 -0.0011575212 9.5271057814 0.1256861222 -0.0706609055 1.1398397662 0.0245079337 -0.0503333394 0.6184191821 0.0080569939 -0.0148238283 1.3342811119 0.0088799332 -0.0172644771 0.598236641 0.0073780156 -0.0107652906 0.0262911017 0.0001982472 -0.0001865365            
8081389 0.0039382012 0.0003903499 -0.0001002491 6.7565052214 0.0023394394 -0.0077967391 1.6037134222 0.0041352672 -0.0044905013 1.0979471406 0.0026377885 -0.0050155618 2.0290227227 0.003083097 -0.0027363386 1.3485333263 0.0017719839 -0.0016476458 0.0858835763 0.0001447044 -0.0002412577            
8088354 0.0100224185 0.0028731843 -0.001933694 7.6235013589 0.1540291866 -0.1101195556 1.1629610134 0.0234963541 -0.019544632 0.6507356345 0.023862224 -0.0319669163 1.0801439798 0.0288964146 -0.0221090021 0.7306704322 0.0412414406 -0.0661465032 0.0428831758 0.0046997787 -0.0070483815            
8097825 0.0255900157 0.0093817731 -0.0094002412 9.0659311749 0.0242405024 -0.0207846574 1.8426863459 0.0206046242 -0.0465051053 1.2416408377 0.0092167332 -0.0233433546 2.5690204618 0.0083627227 -0.0196750335 1.2289756312 0.0050581571 -0.0092226809 0.1383848536 0.00048803 -0.000517058            
8098300 0.0123309894 0.001371771 -0.0013538785 9.3154486811 0.005263311 -0.0074965136 1.3085649199 0.0106203701 -0.0098398596 1.0775168189 0.0075138343 -0.0070472559 1.5347127583 0.0039917034 -0.0036030766 1.0616484179 0.0029747327 -0.0026908894 0.3480238702 0.0001963876 -0.0001815013            
8111622 0.0095053415 0.0003653055 -0.0002327331 9.5069750916 0.2222081118 -0.2948486668 0.9717624725 0.0435988626 -0.0454795472 0.5420273425 0.0105764859 -0.0105293959 0.9502522473 0.0112298926 -0.0117685461 0.5322621106 0.0063726033 -0.0068028933 0.031540383 +5.29036095e-05 -5.3938842704e-05            
8112013 0.0020213608 +3.901635692e-05 -2.291041774e-05 9.4799412765 0.0001613801 -0.0002519148 1.1866361276 +9.64970500001e-05 -8.75793399999e-05 0.3951025919 0.0005719716 -0.0005615011 1.5655501887 0.0016592305 -0.0016139007 0.3672340348 0.0004396719 -0.0004426125 0.0023134186 +6.09020597e-06 -6.04698722e-06            
8129189 0.040634101 0.0002473756 -0.0003635628 9.2988186407 0.0007630282 -0.0006583667 1.3565983536 0.002480431 -0.0024397556 1.7614128946 0.0004065061 -0.0003578261 1.5231181379 0.0056692923 -0.0056487596 4.5155040657 0.0054517236 -0.0051363261 3.3052626579 0.0050853132 -0.0053539168            
8143170 0.0164942582 0.0003494637 -0.0004329248 10.0501665618 0.0031106436 -0.001226793 0.9917654315 0.000541596 -0.0020718783 0.6796565788 0.0027855687 -0.0028485724 3.1842965994 0.013200077 -0.0100281821 0.6744744218 0.0022766645 -0.0021997809 0.0226790214 0.0001106854 -0.0001122649            
8153568 0.004116865 0.002400567 -0.0001348519 6.0051565524 0.0099565986 -0.0037839584 3.2991583093 0.2091724127 -0.0233561345 2.5811666468 0.1571263797 -0.0108497871 3.7875291342 0.0804758025 -0.0174284168 4.7309193625 0.0913972795 -0.0222700218 0.2201735992 0.0018822705 -0.0021386162            
8155368 0.0012268326 0.0003466567 -0.0001677586 10.0143753633 0.0486578528 -0.0981601979 0.8225128714 0.0478715766 -0.0231818614 0.5719526515 0.0206524 -0.0108183141 1.2276331268 0.0173977232 -0.0090448067 0.5431658386 0.0174727946 -0.0092615772 0.0630354234 0.0016344255 -0.0010043868            
8183389 0.0147557071 0.0025045311 -0.0023056881 9.222130173 0.2960318691 -0.4230508968 0.9120812171 0.0269309365 -0.0339663686 0.7611988161 0.0190751297 -0.0294656652 0.8248535838 0.0083873171 -0.0145754271 0.6886257489 0.0133599498 -0.0144584225 0.3642089655 0.0381418969 -0.036914956            
8193315 0.0197924258 0.0035851963 -0.0025420123 8.681246156 0.0224201444 -0.0335480838 1.8924990327 0.0055785722 -0.0040911031 0.9891027589 0.0025754717 -0.0023471237 1.8321843776 0.0010877863 -0.0012078612 0.8783511875 0.0009314523 -0.000972383 0.0495749509 +6.7296603412e-05 -6.7593394332e-05            
8195877 0.0119495934 0.0021266026 -0.0017823005 9.0517109738 0.0645648876 -0.073590237 1.3075794163 0.0194574687 -0.0187396981 0.965794816 0.0174602106 -0.0230407004 1.3666757477 0.0026162167 -0.0031908462 0.8754680106 0.0186392225 -0.0227037728 0.2151308162 0.0188334043 -0.0182447692            
8196180 0.0013733345 0.000298725 -0.0002496296 9.542421796 0.0043442551 -0.0052073798 1.1355291901 0.0066197686 -0.0052424179 0.9560419748 0.0045472436 -0.0041487318 1.7380603721 0.0041562455 -0.0043116674 1.0204795001 0.0074916662 -0.0070964158 0.2379015212 0.0059160325 -0.0052928588            
8211824 0.0092228066 0.0067749763 -0.0079065736 9.0883444584 0.4210988295 -0.6195093259 1.0431348259 0.0480408227 -0.0547652538 0.87809365 0.0367643585 -0.0442595727 0.9817641777 0.0144417946 -0.0181502024 0.7908942211 0.0284416555 -0.0305509747 0.4154525202 0.0769506531 -0.0603307805            
8234477 0.0123406703 0.001299494 -0.001208003 9.1438118858 0.0043460127 -0.0014969971 1.7553382241 0.0099589006 -0.0112357872 0.9993215491 0.0042132065 -0.0048746917 2.8935119925 0.0053690661 -0.00766382 0.922024037 0.0018928825 -0.0033339487 0.0525326336 +1.04244637e-05 -1.06454669e-05            
8240109 0.0172047331 0.0010260518 -0.0006741521 6.3081700122 0.0086395316 -0.005954383 3.4408195647 0.0154033611 -0.065500501 2.49398171 0.0280896355 -0.0898453332 2.520447922 0.0702784333 -0.0446071374 3.4905623155 0.1190898591 -0.2500212652 0.174228608 0.0207837937 -0.0359473216            
8244173 0.0032607873 0.0005070302 -0.0008668635 7.4710303652 0.0339522601 -0.0529763006 0.6328625187 0.0173588722 -0.0078400517 0.6329995475 0.0173244745 -0.0078262352 0.714244101 0.0065178555 -0.002958192 0.7143211252 0.0064943385 -0.0029553347 1.0014476304 0.0022907699 -0.0023082781            
8262223 0.0061881896 0.001073674 -0.001261912 9.1976364264 0.0133053174 -0.0145894463 1.542646914 0.0215842734 -0.0212340363 1.0997170082 0.0106467993 -0.0126412763 2.0978625034 0.0077337755 -0.0087815254 1.1105236699 0.0139240933 -0.0141812705 0.1587966296 0.0095249634 -0.0090886202            
8296467 0.0124552858 0.0023556182 -0.0022770518 7.628818944 0.0265597052 -0.0265996128 1.0169594205 0.0073425293 -0.0087285671 0.8543187758 0.0120306328 -0.0156416416 0.8970509018 0.0041748655 -0.0084849432 0.781171124 0.00225493 -0.0026148994 0.5166587319 0.0005359944 -0.0005260409            
8308347 0.0054115651 +3.7040626555e-05 -3.69609450798e-05 9.5595308011 0.0003211761 -0.0006843936 1.0065317061 0.000910408 -0.0008718312 1.2295731385 0.0008681967 -0.0003074841 1.0908205781 0.0014224113 -0.0015559805 6.3970820296 0.0104171199 -0.0086952398 15.0821435576 0.0088561643 -0.0088923509            
8312222 0.0149186356 0.0025839342 -0.0038629442 9.5058570683 0.0664759591 -0.101488915 0.9126806694 0.0093439694 -0.0098182756 1.2166683805 0.0189407595 -0.0207960723 0.8478506909 0.0071107049 -0.0062868407 1.4468307454 0.0064367658 -0.0068069825 5.1034045514 0.0403220829 -0.0381631128            
8314801 0.0363369114 0.0004902807 -0.0005899291 9.5412672289 0.0002768044 -0.0002657724 1.4378382237 0.0006303726 -0.0005775859 1.1354982267 0.0001198073 -9.62771216e-05 2.2269747213 0.0003427452 -0.0003502047 1.1792638038 0.0001337197 -0.0001040651 0.3010510978 +4.7501816e-05 -4.747395116e-05            
8316503 0.0056592479 0.0027772294 -0.0020857942 8.6995324628 0.0356004039 -0.0243952076 1.9831348455 0.0810124417 -0.1044164222 0.8723270082 0.0096460017 -0.0126369697 1.7460732913 0.0184007767 -0.0251301065 0.7729608925 0.010058094 -0.0119146579 0.0309062626 0.0002663658 -0.000177925            
8330575 0.0023473396 0.0002371924 -0.0002360899 9.1058845255 0.0059240232 -0.0086191762 1.6243723742 0.0115826874 -0.0077835827 1.3486045628 0.0285995425 -0.0142319703 2.1217318465 0.0105858974 -0.0102103094 1.2752405064 0.0239550938 -0.0184183833 0.3349076334 0.018583612 -0.0170787544            
8364119 0.0106289165 0.0011430765 -0.0009787029 9.8600740871 0.0495416107 -0.047544707 0.915551061 0.0152809417 -0.0173318087 0.8774952199 0.0135404091 -0.0158897963 0.9750960508 0.0053128332 -0.0053527722 0.8931699173 0.0050770785 -0.006391754 0.7471026926 0.0054367471 -0.0064441681            
8374499 0.0512636137 0.002086989 -0.0010612671 7.604895565 0.0114090677 -0.0156254524 1.4838998752 0.0154133585 -0.0117409995 0.8460025239 0.0036360411 -0.0034731685 1.5051437871 0.0041002558 -0.0033712689 0.8080648852 0.0022906674 -0.001853383 0.0635812543 +3.6749972972e-05 -3.73810869e-05            
8378656 0.0198712237 0.0015361885 -0.0031146705 9.3343655814 0.0112210125 -0.0497647759 1.5061057458 0.0198917421 -0.0052398946 0.8032242959 0.003756709 -0.0016581286 2.1095958184 0.0071100844 -0.0022220691 0.7265861107 0.0024299032 -0.0011568207 0.032131093 +7.715827e-06 -7.7678344e-06            
8380743 0.0091884258 0.0004144164 -0.0002579211 9.5171445206 0.0010824247 -0.0008686369 1.1428754975 0.0030872169 -0.0019413152 1.2868663029 0.0052283206 -0.0024696973 1.3428786043 0.0015953224 -0.0010486766 2.2075795246 0.0024365391 -0.0017449309 2.3934454771 0.0009427504 -0.0009395595            
8381592 0.0143794737 0.0030062501 -0.0022869932 9.4068710531 0.2286284808 -0.3063481147 1.0286155479 0.0473368617 -0.0539397685 0.7398395701 0.0214910094 -0.027459467 0.9909666822 0.0148210201 -0.0175449734 0.6789504149 0.0078570312 -0.00994574 0.15485149 0.0027804766 -0.0039912176            
8414914 0.0506411289 0.0060207202 -0.0079601935 10.0360632148 0.0323502277 -0.0765769096 0.9152816663 0.0202004192 -0.0087785299 0.783218533 0.0144713812 -0.006924783 1.0077616825 0.0187239536 -0.0173318376 0.767461842 0.0110175418 -0.0097383748 0.3313797922 0.0085581749 -0.0086942536            
8429450 0.0277574182 0.0064923446 -0.0066917443 8.935240506 0.0766878894 -0.0856082569 1.633879248 0.0278921792 -0.0372506499 1.4265773157 0.0271697863 -0.0320116297 1.7893739288 0.00717446 -0.0113765314 1.4797709675 0.0197380782 -0.017775075 0.5276222156 0.0122406791 -0.0098450591            
8444552 0.0161918366 0.0028311422 -0.0017794405 7.375207158 0.0115341066 -0.0142573662 1.1998495824 0.0354454122 -0.051651476 0.8994920097 0.0123630312 -0.0188288631 1.1479889193 0.0087761109 -0.0087219727 0.9264332283 0.0060840522 -0.0160101841 0.1815399387 0.0016456696 -0.002172619            
8453191 0.0055232471 0.000432394 -0.0004840695 6.9080838298 0.027107496 -0.0281496335 1.2558347447 0.010687048 -0.0139566686 1.1910426026 0.0095703126 -0.0107572539 1.5777353976 0.0051092176 -0.0061098151 1.4297108424 0.0079473114 -0.0078395226 0.6820592966 0.0146199921 -0.0141828592            
8460600 0.0048238782 0.0008734871 -0.001136761 9.8640249886 0.183502989 -0.4145651349 0.8685805917 0.1041222173 -0.0560459746 0.2248640558 0.0158152803 -0.0099826028 0.9577576114 0.0336493523 -0.0207387155 0.2367257799 0.0083685163 -0.0059196258 0.0025645773 +3.69911537764e-05 -3.69661422872e-05            
8479107 0.0416000246 0.0125544365 -0.0201013541 10.0216384919 0.0399659552 -0.0748613653 0.8632158542 0.0214804893 -0.0121429306 0.7512758714 0.0151308127 -0.0059518161 0.8822224755 0.0076250364 -0.0056520409 0.7268218126 0.0045095927 -0.0038538779 0.3861981039 0.0068667851 -0.0088424516            
8479386 0.0138236987 0.000154322 -6.19796345e-05 9.5674948291 0.0036389515 -0.002272394 1.2233761314 0.00366587 -0.0030472054 1.2773261637 0.0050847982 -0.0042894192 1.6162764175 0.0066953615 -0.0063713019 2.0288653633 0.0030402703 -0.003681287 1.3641205419 0.011661692 -0.0115145668            
8552540 0.0020984611 +4.30864524594e-05 -6.2939413765e-05 6.5280192069 0.0081398931 -0.0050043593 2.393044093 0.033186732 -0.0319107837 1.9150468588 0.0043894361 -0.009958993 1.2850671312 0.0035802974 -0.0042716356 1.7973914864 0.0047829672 -0.0060565597 1.1593517449 0.0013142603 -0.0013341481            
8553788 0.0371430722 0.0027509384 -0.0043452898 8.687608725 0.0385671092 -0.0494481771 2.4474645502 0.0768857463 -0.055627246 1.6661084765 0.0374175304 -0.0290605802 3.0016834527 0.0204795446 -0.0144943829 1.7295746811 0.0298079995 -0.0262474984 0.1754966374 0.0027393568 -0.0084109782            
8553907 0.0086401345 0.0016032703 -0.0023805697 9.2018207054 0.2081026356 -0.0707075753 1.1523909418 0.0217464995 -0.0691840377 1.1757684443 0.0223015058 -0.0721980949 1.1841049709 0.0077006586 -0.0262733904 1.22414189 0.0079395374 -0.0231259331 1.1136999217 0.0089142867 -0.008787167            
8559863 0.0119262141 0.0019490548 -0.0013557777 6.7798989467 0.0407584563 -0.0376692728 1.5687618379 0.0135447311 -0.0079689906 1.4000159954 0.0263944033 -0.0164195583 1.9129628309 0.0136534154 -0.0133792936 1.6264333603 0.0130117213 -0.0133089401 0.5209907272 0.0241892169 -0.0235776699            
8560861 0.0116404326 0.0018920372 -0.0016918934 8.8759194567 0.0212387327 -0.023924624 2.2073955565 0.0488087664 -0.0449735305 1.4033905462 0.0211231203 -0.0234588939 3.611987143 0.0354640696 -0.0256578522 1.4219050213 0.0252159013 -0.0292096422 0.1015020862 0.0065204363 -0.0048812315            
8561192 0.0155639506 0.005785777 -0.0042706271 6.3868372707 0.040673574 -0.0642073196 2.9579553034 0.0342726625 -0.0447058258 2.4039009674 0.0408262433 -0.0455289309 3.2298972279 0.0270123005 -0.0307783059 3.4888238953 0.0328753381 -0.0310810279 0.1714752957 0.0048069858 -0.0045362851            
8565912 0.0058310769 0.0005537029 -0.0009249417 6.7051561428 0.0173740058 -0.0068234388 1.727383219 0.0243753728 -0.0366588491 1.2214038898 0.0233123985 -0.0211682043 2.227369513 0.0113093026 -0.0120692175 1.5003231078 0.0221577482 -0.0206613911 0.1095887267 0.0040820697 -0.0033782807            
8572936 0.0210129184 0.0074544238 -0.000526582 9.639886829 0.0015178498 -0.0939694134 1.103887497 0.0450605931 -0.0008179776 1.0778704121 0.0422847714 -0.0007745449 1.1984849474 0.014418522 -0.0003684554 1.1367457808 0.0158812508 -0.0004453184 0.8602695001 0.0006237415 -0.0005918289            
8589754 0.0073201957 0.0037132484 -0.0023562786 9.240133294 0.0913071656 -0.1280517552 1.1700785975 0.0439276503 -0.0421299975 1.0527339243 0.036150615 -0.0333553117 1.233572807 0.0138619279 -0.014376408 1.0354247588 0.0138434368 -0.0127207291 0.5685534972 0.0063216218 -0.0065626802            
8590780 0.0112192878 0.0011060106 -0.0012697128 8.5675283917 0.2343890835 -0.3032658593 1.1169805204 0.0113825862 -0.0137641209 1.1007897429 0.011144506 -0.013185997 1.0402084327 0.0034447706 -0.0041209795 1.0195487036 0.003520008 -0.0042486485 0.9329674572 0.0016379065 -0.001365594            
8604993 0.0257430786 0.0157986461 -0.0084965088 7.1887210654 0.0462845941 -0.0440781059 1.6199086482 0.01690346 -0.0174401189 1.0247477518 0.0283911426 -0.0210807957 1.6312953015 0.0385522114 -0.0334508539 1.0763033183 0.0281320273 -0.0275147593 0.0757907553 0.008771061 -0.0049140621            
8608490 0.0092718225 0.000174737 -0.0002190199 9.9739252316 0.0525563269 -0.0552025624 0.8754002444 0.0195230078 -0.0190686189 0.761033559 0.0128061525 -0.0126809122 0.9754750274 0.0062913516 -0.006302901 0.7497337145 0.0049370376 -0.004891925 0.3717647327 0.0003627264 -0.0003525232            
8621026 0.0021665602 0.0019466185 -0.0008537526 8.7794564327 0.0077907522 -0.0129953323 1.9562764417 0.0398902432 -0.0149953054 0.9272145941 0.0040842447 -0.0029399189 1.7723516668 0.0090210301 -0.0030705284 0.8391979673 0.0041071918 -0.0017927434 0.0433858879 +2.4088036e-05 -2.37417664e-05            
8621353 0.0041650847 0.0023483555 -0.0012098596 9.5605380456 0.3631888124 -0.9430839135 0.8817679005 0.0891318996 -0.0853195357 0.5777206025 0.0345522203 -0.0326967719 0.8562796443 0.0217899243 -0.0223611331 0.5515651618 0.0236374168 -0.0242603833 0.0901944265 0.0025251811 -0.0019668607            
8700506 0.0051576438 0.0003056295 -0.0002665393 9.1474282866 0.0268668283 -0.0301816905 1.4348238574 0.0296647171 -0.0254015587 1.5086982579 0.0325446087 -0.0280257074 1.5440568109 0.0108986299 -0.0093839031 1.7318923849 0.0119952851 -0.0106862897 1.3220571875 0.0007866794 -0.0007817066            
8701327 0.0242298159 0.0038092942 -0.0030436986 9.5262004658 0.0160503368 -0.0133257541 1.2089906647 0.0031959605 -0.0038997741 1.1006733687 0.0036473474 -0.0040367387 1.365096867 0.0010827184 -0.0010174053 1.1186589445 0.0033712853 -0.0030798548 0.5902658842 0.0040568053 -0.0033900756            
8711548 0.0284073828 0.0006219323 -0.0003324815 7.3955462678 0.0012066799 -0.0015062979 1.5958921996 0.0273980939 -0.0235499178 1.1678533493 0.0237706074 -0.0221164692 1.5845568587 0.0096746408 -0.0087634149 1.2039360162 0.0074145836 -0.0066707772 0.281163047 +6.157172192e-05 -6.21704922e-05            
8736245 0.0064545863 0.0013630971 -0.0017112017 9.1513377904 0.0747768197 -0.096821831 1.3148728472 0.0332674273 -0.0346870637 0.946650596 0.0160433769 -0.0169135892 1.3977148224 0.0100937574 -0.0106767668 0.8756204298 0.0064805053 -0.0066735246 0.1866341132 0.0001047902 -0.000104895            
8746310 0.004628871 0.0006895874 -0.0004516235 9.995796951 0.0607626243 -0.1099160395 0.8209070761 0.0398132931 -0.0243971204 0.4868524898 0.0247419211 -0.0175564319 0.9346778867 0.0153485598 -0.0107569707 0.4764636968 0.0258693366 -0.0182731308 0.0316383171 0.0049297661 -0.0023312914            
8760135 0.0268730699 0.0078723503 -0.0049973813 9.8967900268 0.1345350589 -0.1982260284 1.0040477992 0.0736266122 -0.06249722 1.0065701215 0.0739545234 -0.0630866498 1.1143575986 0.0269343555 -0.0234935989 1.1216286593 0.026196047 -0.0239887472 1.0168343318 0.0052816723 -0.0053158558            
8773948 0.0261917888 0.008303889 -0.0067213793 9.2278808736 0.0042406448 -0.0036257454 1.7043134404 0.011882468 -0.0185587387 1.12649819 0.0044048873 -0.0088687073 2.6598661452 0.0054251732 -0.0088803681 1.0790387187 0.0023602473 -0.0036727807 0.1160848028 +2.42022875e-05 -2.40996605e-05            
8780968 0.0050163876 0.0044918284 -0.001867008 6.1980149478 0.0727365841 -0.109001587 1.5640473469 0.2121812063 -0.4523501659 1.2620039311 0.2149412858 -0.3697002701 2.3734869915 0.1361301776 -0.2784137618 2.102563045 0.0872267459 -0.1985054513 0.6389879463 0.0291436171 -0.0253047528            
8784288 0.0042515166 0.0015261718 -0.0009780356 9.126677678 0.1031566414 -0.0997907249 1.2367195732 0.0335435832 -0.033085895 1.0610724471 0.023907304 -0.0216279499 1.2696721449 0.0106027972 -0.0099878046 1.0483060785 0.008954019 -0.0084909469 0.4586927863 0.0010823113 -0.0010044501            
8801343 0.0070861227 +2.7277754264e-05 -4.22005621044e-05 9.4792365718 0.0005899263 -0.0010756884 1.2734158993 0.0004321382 -0.0002856226 0.2882132751 0.0005275746 -0.000524383 2.0498711334 0.0014271458 -0.0014309622 0.285614007 0.0003912017 -0.0003909726 0.000703014 +3.0895125189e-06 -3.06028342282e-06            
8823397 0.0139317384 0.00027302 -0.0002795688 7.0095215085 0.0038097178 -0.0040261963 1.5988514139 0.0007414555 -0.0008840113 1.2739395254 0.0028965651 -0.0025372842 1.8888471358 0.0005749163 -0.0006003518 1.414121564 0.0013326934 -0.0012560887 0.1687820117 0.0003497151 -0.0003245766            
8845221 0.0045645552 0.0009117995 -0.000419281 9.3390062368 0.0040249493 -0.0089269627 1.3847713424 0.0160338671 -0.0072529098 1.038829463 0.0084619027 -0.0040253855 2.0633133025 0.0071546874 -0.0031240643 1.0649769649 0.0035154378 -0.0018582823 0.1876808078 +2.3349228e-05 -2.3066746e-05            
8868907 0.010334816 0.002266214 -0.0013998802 9.6324100684 0.178420477 -0.161156729 1.1104624199 0.0730746529 -0.0832079365 0.797168117 0.0330310884 -0.0367136622 1.3493156321 0.0247690854 -0.0291005693 0.7405702893 0.0205457788 -0.0195245972 0.1342879924 +9.160070584e-05 -9.068074296e-05            
8878681 0.0099287783 0.00120463 -0.0020047666 7.8658137572 0.0719334861 -0.0547386962 2.155690495 0.2575374754 -0.0662100818 0.4261877042 0.0141227858 -0.0068924514 1.5667462024 0.0573229557 -0.0180043496 0.4829512401 0.0159739116 -0.0231885126 0.0007423572 +7.263010734e-06 -7.695057407e-06            
8935352 0.0029155624 0.0005801423 -0.0006323902 6.0389602356 0.0205385744 -0.0098460156 3.1307490448 0.0496045375 -0.117274046 2.7662037311 0.0528020213 -0.1236941777 3.0697038647 0.025610487 -0.0413123344 4.8396912678 0.0361702335 -0.0622663868 0.8067248268 0.0101942423 -0.0094689715            
8939650 0.032941597 0.0046896818 -0.0029878157 9.2728383042 0.1268762351 -0.1241047357 1.4777182112 0.0607501414 -0.0629609812 0.9547833633 0.0305657891 -0.0324055999 1.8058480421 0.0134558849 -0.0137537418 0.8620318593 0.0254065752 -0.0254333888 0.0967144966 0.0022210433 -0.0021680674            
8940961 0.0421077968 0.0040359573 -0.002799123 7.5218393967 0.0150562054 -0.0182794273 1.4762703465 0.0018583398 -0.0028203622 1.0016992134 0.0077490045 -0.0110260907 1.4829848543 0.0040757974 -0.0047025937 0.9802700448 0.0148881611 -0.0153727729 0.1914920401 0.0068257311 -0.0067999313            
8953426 0.0090403247 0.000606404 -0.0006634875 6.883612364 0.0184189739 -0.0222580078 1.5106069943 0.0101383942 -0.0110098566 1.4750817601 0.0091579903 -0.0108783561 2.0910098482 0.0098139386 -0.0096657303 1.9604333825 0.0068813728 -0.0086774484 0.7894784198 0.015017626 -0.0162762204            
8973000 0.0154493296 0.000768934 -0.0003457458 9.8313319458 0.0087173481 -0.0071567941 1.103120396 0.0059502326 -0.0051664136 0.9083429969 0.0035914018 -0.0028382439 1.6861151186 0.0037080406 -0.0037059319 0.9093729034 0.0020398746 -0.0016356122 0.226406767 0.0001352155 -0.0001354132            
8984706 0.0126503705 0.0011239412 -0.0010113446 9.3764663417 0.0875556731 -0.1360547919 1.0426781364 0.0230917914 -0.0173834709 1.0330088612 0.0224236557 -0.0175324547 1.0172076362 0.0074527463 -0.0049062946 1.001632291 0.0072732805 -0.0061855627 0.9497474228 0.0016827781 -0.0025834331            
9001468 0.0091824087 0.0010944257 -0.0005849667 10.0388436493 0.0313112001 -0.1000197958 0.7849971899 0.0293279206 -0.009171636 0.5358220686 0.0144558106 -0.0044736253 0.807013514 0.0084685592 -0.0027634249 0.5397724566 0.0138105466 -0.0046145545 0.0723396918 0.0002139135 -0.0002069869            
9007918 0.0362578111 0.002592824 -0.0029253738 9.3304291478 0.0261549706 -0.0225260106 1.448489929 0.011123585 -0.0142850683 0.6977766171 0.0022624966 -0.0037355958 1.7935951334 0.0029956463 -0.0052371046 0.6598394966 0.0010756688 -0.0019086984 0.0141196249 +1.4697738904e-05 -1.56692118e-05            
9016295 0.008701781 0.0013739767 -0.0009494714 9.8363029866 0.1187449251 -0.1471156717 0.9055686324 0.0430202714 -0.0319660961 0.2321493274 0.0575752323 -0.0165149315 0.9567142377 0.0859730326 -0.0270887446 0.2469296391 0.0480668695 -0.014030816 0.0019992459 0.0007211875 -0.0001052512            
9020426 0.0015448482 0.000625341 -0.0003813165 6.8936489063 0.0746812508 -0.0448851339 0.9575587153 0.0238810951 -0.0146012875 0.943232528 0.0248126364 -0.0157510903 1.1510861427 0.0093808897 -0.0069934426 1.130916731 0.0099526221 -0.0053116603 0.9218410342 0.0020016832 -0.002586375            
9025914 0.0221461507 0.0036905191 -0.0027651108 9.7856654096 0.1077735536 -0.1254307273 1.0346773922 0.0467600209 -0.0439115954 0.6730534864 0.0182305053 -0.017655538 1.1262316057 0.0145533587 -0.0139123016 0.6546675776 0.00841588 -0.0080422171 0.0564185295 0.000487526 -0.0005355152            
9053086 0.0112826948 0.0025783522 -0.0022133318 7.1078015079 0.0284710146 -0.0627380095 1.4671919573 0.107074103 -0.0704257772 0.8026114632 0.0553524645 -0.0364363677 1.5220924002 0.0149222856 -0.0148620177 0.9507133163 0.0611144368 -0.0349005461 0.0390200916 0.0022134134 -0.001174949            
9098590 0.0012267561 0.0004401953 -0.0001460342 9.4620673453 0.0017071935 -0.0019472563 1.1923011197 0.0026792025 -0.0027530187 0.4104289405 0.0012082298 -0.0016820008 1.603183928 0.002542268 -0.0022421147 0.3746276538 0.0023702033 -0.0010034137 0.0030125805 +2.10176984636e-05 -2.23403732244e-05            
9101400 0.0080025578 +6.34546318272e-05 -7.78697907012e-05 9.5415795211 0.0058913621 -0.0018913547 1.2038262938 0.0020245303 -0.0030304474 1.059013488 0.0015534242 -0.0029737513 1.7176462291 0.0020192385 -0.0019156999 1.1583901382 0.0026752532 -0.0035185313 0.3965616342 0.0019251144 -0.0023031525            
9108058 0.0306926688 0.0061873813 -0.002771132 6.3725900884 0.0437252282 -0.0534633596 3.5745941391 0.0121320309 -0.0171121114 2.6078965012 0.0241224559 -0.0307126292 2.7862200011 0.0098291078 -0.010242395 3.6553566464 0.0131876058 -0.013869211 0.1647790386 0.001701088 -0.0017860235            
9119405 0.020226644 0.0003768853 -0.0003087419 9.607285166 0.0039916698 -0.0046672353 1.2938866243 0.0058508268 -0.0033710803 1.1503252926 0.0030854484 -0.0027095589 2.0744032489 0.0026488491 -0.0024308532 1.2978404415 0.0059046296 -0.0060068036 0.4174146279 0.0049168561 -0.0049140252            
